steps,n,topology,num_communities,p_in,p_out,bridge_fraction,k,alarm_threshold,influence_weight,learning,regulator,regulator_force,enable_content,enable_noise,adaptive_multiplier,name,delay_steps,noise_mode,seed,condition,L_mean_tail,L_max,L_amp_tail,L_std_tail,M_mean_tail,M_max,M_amp_tail,M_std_tail,R_mean_tail,R_max,R_amp_tail,R_std_tail,alarm_true_mean_tail,alarm_true_max,alarm_true_amp_tail,alarm_true_std_tail,alarm_delayed_mean_tail,alarm_delayed_max,alarm_delayed_amp_tail,alarm_delayed_std_tail,avg_repression_mean_tail,avg_repression_max,avg_repression_amp_tail,avg_repression_std_tail,punished_fraction_mean_tail,punished_fraction_max,punished_fraction_amp_tail,punished_fraction_std_tail,usefulness_mean_tail,usefulness_max,usefulness_amp_tail,usefulness_std_tail,regulator_force_mean_tail,regulator_force_max,regulator_force_amp_tail,regulator_force_std_tail,bridge_radical_fraction_mean_tail,bridge_radical_fraction_max,bridge_radical_fraction_amp_tail,bridge_radical_fraction_std_tail,dangerous_radical_bridge_fraction_mean_tail,dangerous_radical_bridge_fraction_max,dangerous_radical_bridge_fraction_amp_tail,dangerous_radical_bridge_fraction_std_tail,false_positive_rate_mean_tail,false_positive_rate_max,false_positive_rate_amp_tail,false_positive_rate_std_tail,false_negative_rate_mean_tail,false_negative_rate_max,false_negative_rate_amp_tail,false_negative_rate_std_tail,false_positive_bridge_rate_mean_tail,false_positive_bridge_rate_max,false_positive_bridge_rate_amp_tail,false_positive_bridge_rate_std_tail,false_negative_bridge_rate_mean_tail,false_negative_bridge_rate_max,false_negative_bridge_rate_amp_tail,false_negative_bridge_rate_std_tail,bridge_multiplier_used_mean_tail,bridge_multiplier_used_max,bridge_multiplier_used_amp_tail,bridge_multiplier_used_std_tail,content_frac_H_mean_tail,content_frac_H_max,content_frac_H_amp_tail,content_frac_H_std_tail,content_frac_P_mean_tail,content_frac_P_max,content_frac_P_amp_tail,content_frac_P_std_tail,content_frac_D_mean_tail,content_frac_D_max,content_frac_D_amp_tail,content_frac_D_std_tail,regime_fixed,regime
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,True,default,0,oracle,1,default,0.3923333333333333,0.8083333333333333,0.1375,0.0256276760120339,0.3792833333333333,0.4583333333333333,0.13333333333333336,0.02553429610891551,0.22838333333333333,0.32916666666666666,0.14583333333333331,0.022876728835701625,0.621421578344794,0.7401285039678205,0.19242214875940222,0.03174185647957249,0.6212809304206726,0.7401285039678205,0.19242214875940222,0.03178737938704309,0.21137893008667452,0.4147441541225417,0.26427259283799226,0.0470408799757729,0.2097,0.4166666666666667,0.29583333333333334,0.05284877797388823,2.164479949379909,2.3214624950134337,0.29158930714097586,0.04856474922200173,1.0,1.0,0.0,0.0,0.2487142857142857,0.42857142857142855,0.3214285714285714,0.0663431093879787,0.020285714285714285,0.10714285714285714,0.10714285714285714,0.02296225829752921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8704,2.0,1.0,0.24364695770725311,0.34166666666666673,0.3416666666666667,0.0,5.551115123125783e-17,0.44166666666666654,0.44166666666666665,0.0,1.1102230246251565e-16,0.21666666666666673,0.21666666666666667,0.0,5.551115123125783e-17,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,True,default,0,oracle,2,default,0.3706833333333334,0.7833333333333333,0.1166666666666667,0.024066857109126465,0.39771666666666666,0.4875,0.1375,0.024111897708623247,0.2316,0.3375,0.11250000000000002,0.02144880209035253,0.6291031067631111,0.7815801875422516,0.14516030250778156,0.028795694551848418,0.6290556934734945,0.7815801875422516,0.14516030250778156,0.028716201563519138,0.21870714578730882,0.4892581740798869,0.21599721900387037,0.044068282293778266,0.21978333333333333,0.49583333333333335,0.24583333333333335,0.05206641325162401,2.240497219323047,2.423362355098945,0.23379524558056186,0.04627121942752774,1.0,1.0,0.0,0.0,0.27342857142857147,0.5714285714285714,0.3214285714285714,0.06414333439211573,0.028999999999999998,0.10714285714285714,0.10714285714285714,0.027120667621666282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3223999999999998,2.0,1.0,0.29969691356435424,0.3291666666666666,0.32916666666666666,0.0,5.551115123125783e-17,0.5083333333333332,0.5083333333333333,0.0,1.1102230246251565e-16,0.1625,0.1625,0.0,0.0,stable,stable
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,True,default,0,oracle,3,default,0.3549833333333334,0.7583333333333333,0.15000000000000002,0.025776006284915436,0.42405000000000004,0.5,0.125,0.025579402521038942,0.22096666666666667,0.3458333333333333,0.12083333333333332,0.022772644408002626,0.6537988957246664,0.7979623675979074,0.16997393145209494,0.03217702746730784,0.6537382051994586,0.7979623675979074,0.16997393145209494,0.032179263921364665,0.2627778061061537,0.5269688292347039,0.28491595240885714,0.05493165566631582,0.2631666666666666,0.5166666666666667,0.3458333333333333,0.06081026960052791,2.266147837138459,2.4208967094303016,0.26819904300982733,0.05058102371845099,1.0,1.0,0.0,0.0,0.2617142857142857,0.4642857142857143,0.3214285714285714,0.0676539815863767,0.07042857142857141,0.14285714285714285,0.14285714285714285,0.03431576064392903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.468,2.0,1.0,0.3009584688956269,0.36666666666666664,0.36666666666666664,0.0,0.0,0.45833333333333326,0.4583333333333333,0.0,5.551115123125783e-17,0.175,0.175,0.0,0.0,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,True,default,0,oracle,4,default,0.3995333333333333,0.8291666666666667,0.14999999999999997,0.02377683279534467,0.3891833333333333,0.44166666666666665,0.11249999999999999,0.02345829040848648,0.2112833333333333,0.3458333333333333,0.12083333333333335,0.021008734955833122,0.5908432781002156,0.7460843990771493,0.19857120346500234,0.029185865191171827,0.5906635927839149,0.7460843990771493,0.19857120346500234,0.029068386573895936,0.16379941472847095,0.4226292702337221,0.255486584286707,0.036946713991169416,0.16723333333333334,0.3875,0.29166666666666663,0.04210715167548408,2.197007146099118,2.39409441969646,0.3073239665073184,0.04774767043074224,1.0,1.0,0.0,0.0,0.23457142857142854,0.4642857142857143,0.4285714285714286,0.07482442032886737,0.035857142857142844,0.17857142857142858,0.14285714285714285,0.03088788151508283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1504,2.0,1.0,0.28414756729558677,0.30416666666666664,0.30416666666666664,0.0,0.0,0.5,0.5,0.0,0.0,0.1958333333333333,0.19583333333333333,0.0,2.7755575615628914e-17,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,True,default,0,oracle,5,default,0.3845666666666667,0.8041666666666667,0.14166666666666666,0.025755387785859486,0.39005,0.4625,0.12083333333333335,0.02441163770736317,0.22538333333333332,0.37083333333333335,0.13333333333333333,0.021309368049444045,0.605811386761467,0.758977712198451,0.18808744980475667,0.030802900395625336,0.6058906280235825,0.758977712198451,0.18808744980475667,0.030747730057323043,0.1798258936165168,0.43639005692857846,0.24291280807046278,0.041401465314091605,0.17938333333333337,0.44583333333333336,0.2833333333333333,0.046150662087462095,2.2249805566694807,2.404838593830871,0.2986498785289249,0.05075449514214943,1.0,1.0,0.0,0.0,0.233,0.5,0.3571428571428571,0.06358170061473054,0.011428571428571427,0.10714285714285714,0.07142857142857142,0.01755457961063501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3896,2.0,1.0,0.22779780508161185,0.4,0.4,0.0,0.0,0.4541666666666666,0.45416666666666666,0.0,5.551115123125783e-17,0.14583333333333334,0.14583333333333334,0.0,0.0,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,True,default,0,oracle,6,default,0.35620000000000007,0.7833333333333333,0.125,0.02530160293560689,0.41864999999999997,0.5083333333333333,0.14583333333333331,0.0261464306040678,0.22515000000000004,0.35,0.12083333333333332,0.020970673967869193,0.6363305749174596,0.7769292162041229,0.14431329097779044,0.028000793551324628,0.6365353562565679,0.7769292162041229,0.14431329097779044,0.028142837584481318,0.22955472874070806,0.4788177384860512,0.22742332342887853,0.04474987487913719,0.23253333333333334,0.4708333333333333,0.29583333333333334,0.051711528910120444,2.267062505097061,2.396270826705015,0.24849994359106242,0.04956698065185891,1.0,1.0,0.0,0.0,0.32771428571428574,0.5714285714285714,0.42857142857142855,0.07313169557694656,0.05571428571428571,0.14285714285714285,0.14285714285714285,0.02889106916593812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4368,2.0,1.0,0.32778920055425864,0.3583333333333334,0.35833333333333334,0.0,5.551115123125783e-17,0.4291666666666666,0.42916666666666664,0.0,5.551115123125783e-17,0.21249999999999994,0.2125,0.0,5.551115123125783e-17,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,True,default,0,oracle,7,default,0.37823333333333337,0.8083333333333333,0.15416666666666667,0.02492691539503256,0.4098833333333334,0.48333333333333334,0.14583333333333331,0.02565584728672978,0.21188333333333337,0.3375,0.12083333333333332,0.021196049160161903,0.6103117868811216,0.7287933578417579,0.192311596676781,0.028974611855663933,0.6104168649632205,0.7287933578417579,0.192311596676781,0.029111612322212082,0.188876290894875,0.3877444731758127,0.253926972696721,0.04027375496749042,0.18610000000000002,0.38333333333333336,0.2666666666666667,0.04671855448677039,2.188291602974543,2.335383821288702,0.30120384530778876,0.04661813588471503,1.0,1.0,0.0,0.0,0.17885714285714283,0.39285714285714285,0.35714285714285715,0.063002429496401,0.007285714285714285,0.07142857142857142,0.07142857142857142,0.01508411788090036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3544,2.0,1.0,0.25171539484107847,0.37916666666666665,0.37916666666666665,0.0,0.0,0.43333333333333346,0.43333333333333335,0.0,1.1102230246251565e-16,0.1875,0.1875,0.0,0.0,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,True,default,0,oracle,8,default,0.3770833333333334,0.8416666666666667,0.15416666666666667,0.024732597697955,0.3784666666666667,0.4666666666666667,0.1791666666666667,0.02705054938854703,0.24445000000000003,0.4125,0.12916666666666668,0.023317619708900155,0.6216149451724902,0.7937244295315906,0.17232978218440942,0.029126307253668268,0.6217939520327626,0.7937244295315906,0.17232978218440942,0.02912809682222968,0.2023044714567109,0.4929435731848752,0.23657239476504432,0.042206499527421046,0.20375,0.49583333333333335,0.275,0.05278658552237596,2.2104249090353294,2.397459025555309,0.29362767830943604,0.04686679045633503,1.0,1.0,0.0,0.0,0.303,0.5714285714285714,0.42857142857142855,0.07222541245352382,0.007999999999999998,0.07142857142857142,0.03571428571428571,0.014890073395194721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5192000000000003,2.0,1.0,0.3109201826835949,0.37083333333333335,0.37083333333333335,0.0,0.0,0.44166666666666654,0.44166666666666665,0.0,1.1102230246251565e-16,0.1875,0.1875,0.0,0.0,stable,runaway
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,True,default,0,oracle,9,default,0.3545333333333333,0.7625,0.14166666666666666,0.025628304664959797,0.42123333333333335,0.525,0.16250000000000003,0.026514796707582815,0.2242333333333333,0.3875,0.13333333333333336,0.0227387579060755,0.6460759814150531,0.7920624825741341,0.17443344543487094,0.031157626804721575,0.6459833984885816,0.7920624825741341,0.17443344543487094,0.031191272437969396,0.24956513184722506,0.5105753110990368,0.2820154515045967,0.05136984079861201,0.24940000000000004,0.5541666666666667,0.29166666666666663,0.06117643881975043,2.255936080449154,2.3961870069252966,0.2538234845602725,0.04875945921335526,1.0,1.0,0.0,0.0,0.334,0.5357142857142857,0.4642857142857143,0.06980380669112128,0.08299999999999999,0.21428571428571427,0.21428571428571427,0.035768244951895185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3712,2.0,1.0,0.31870136491706463,0.3125,0.3125,0.0,0.0,0.46666666666666673,0.4666666666666667,0.0,5.551115123125783e-17,0.22083333333333327,0.22083333333333333,0.0,5.551115123125783e-17,stable,oscillatory
500,240,modular,6,0.08,0.004,0.12,10.0,0.72,0.22,True,static,1.0,True,True,True,default,0,oracle,10,default,0.3567166666666667,0.8208333333333333,0.14166666666666666,0.023984028250298387,0.43733333333333335,0.5083333333333333,0.14999999999999997,0.02370185177950824,0.20595,0.3125,0.11249999999999999,0.020748500615171635,0.6259076177478368,0.7603929506785655,0.13984625835540654,0.02891755234955823,0.6255637766636816,0.7603929506785655,0.13984625835540654,0.028649452227781556,0.2141104671747291,0.4450680753127942,0.21221492672146708,0.04380691644471871,0.21230000000000002,0.42083333333333334,0.30833333333333335,0.05071531655558637,2.274350141756845,2.436243442237654,0.2412713552482706,0.04888735421964582,1.0,1.0,0.0,0.0,0.23385714285714282,0.42857142857142855,0.39285714285714285,0.06969042331655632,0.06128571428571428,0.17857142857142858,0.17857142857142858,0.037717802866302066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4544000000000001,2.0,1.0,0.302920187508195,0.2958333333333334,0.29583333333333334,0.0,5.551115123125783e-17,0.4541666666666666,0.45416666666666666,0.0,5.551115123125783e-17,0.25,0.25,0.0,0.0,stable,stable
